Algorithm,Imputer,Imbalance,Metric,Score,Set,MainMetric
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,95.52,Test,AUC
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,95.47,Test,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,OriginalData,Test-AUC,95.73,Test,AUC
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.7,Test,AUC
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.07,Test,AUC
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,90.83,Test,AUC
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,95.88,Test,AUC
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.33,Test,AUC
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.5,Test,AUC
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,98.08,Test,AUC
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.55,Test,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-AUC,97.57,Test,AUC
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.45,Test,AUC
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.02,Test,AUC
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,92.56,Test,AUC
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,94.58,Test,AUC
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.68,Test,AUC
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.7,Test,AUC
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.48,Test,AUC
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.68,Test,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Test-AUC,96.47,Test,AUC
